Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
273,The are very awsome,The are very awsome,0,0,0,0,0,0,0,1
274,"I tried on this product in store in a 32DD and it was a little squishy :(
I thought the option to go to 32E would be the answer.
Coverage is better; however the cup a little roomy.
Not unhappy and I know I will enjoy it...
Very supportive and nice looking.",I tried on this product in store in a 32DD and it was a little squishy    I thought the option to go to 32E would be the answer.,0,0,0,0,0,0,0,1
275,,Coverage is better  however the cup a little roomy.,0,0,0,0,0,0,0,1
276,,Not unhappy and I know I will enjoy it...,0,0,0,0,0,0,0,1
277,,Very supportive and nice looking.,0,0,0,0,0,0,0,1
278,Good running shoe.,Good running shoe.,0,0,0,0,0,0,0,1
279,Best work out shorts in the world. Have too many too count and will always buy more when they are a decent price. Amazing.,Best work out shorts in the world.,0,0,0,0,0,0,0,1
280,,Have too many too count and will always buy more when they are a decent price.,0,0,0,0,0,1,0,0
281,,Amazing.,0,0,0,0,0,0,0,1
282,"Nice hoodie but runs small. I will definitely size up one next time I purchase a Nike hoodie. My grandson loves it, and it looks exactly as advertised. Lightweight but warm, typical of this brand.",Nice hoodie but runs small.,0,1,0,0,0,0,0,0
283,,I will definitely size up one next time I purchase a Nike hoodie.,0,1,0,0,0,0,0,0
284,,"My grandson loves it, and it looks exactly as advertised.",0,0,0,0,0,0,0,1
285,,"Lightweight but warm, typical of this brand.",0,0,0,0,0,0,0,1
286,Good quality; grandson loves them!,Good quality  grandson loves them ,0,0,0,0,1,0,0,0
287,"Wish the straps were a bit longer, ior adjustable. Otherwise it looks great and gives a better lift than the average sports bra.","Wish the straps were a bit longer, ior adjustable.",0,1,0,0,0,0,0,0
288,,Otherwise it looks great and gives a better lift than the average sports bra.,0,0,0,0,0,0,0,1
289,"Great socks! Very cushiony, love the no show, but the tab in the back keeps them from slipping down into your shoe. Would buy again.",Great socks ,0,0,0,0,0,0,0,1
290,,"Very cushiony, love the no show, but the tab in the back keeps them from slipping down into your shoe.",0,0,1,0,0,0,0,0
291,,Would buy again.,0,0,0,0,0,0,0,1
292,Cute and comfy.,Cute and comfy.,0,0,0,1,0,0,0,0
293,"My husband likes this T-shirt because is breathable and easy fitting. In this hot weather that we always have in the Caribbean, this T-shirt is comfortable.",My husband likes this T shirt because is breathable and easy fitting.,1,0,1,0,0,0,0,0
294,,"In this hot weather that we always have in the Caribbean, this T shirt is comfortable.",0,0,0,1,0,0,0,0
295,Nice pullover but I returned it. Fits much smaller than other Nike pullovers.,Nice pullover but I returned it.,0,0,0,0,0,0,0,1
296,,Fits much smaller than other Nike pullovers.,1,1,0,0,0,0,0,0
297,"The shirt shrunk a bit on first wash but for the price its still a good buy. I prefer my shirts to be a little bit longer but this is,still a good under shirt for the price by a quality brand",The shirt shrunk a bit on first wash but for the price its still a good buy.,0,0,0,0,1,1,0,0
298,,"I prefer my shirts to be a little bit longer but this is,still a good under shirt for the price by a quality brand",0,1,0,0,1,1,0,0
299,Comfortable and great fit.,Comfortable and great fit.,1,0,0,1,0,0,0,0
300,My daughter says perfecto all throughout,My daughter says perfecto all throughout,0,0,0,0,0,0,0,1
301,"My bf wears these all the time. Theyre his favorite most comfy lounge pants, plus they look nice enough that he can wear them out for lazy days, errands, etc. theyve survived many wears and washes and still look great",My bf wears these all the time.,0,0,0,0,0,0,0,1
302,,"Theyre his favorite most comfy lounge pants, plus they look nice enough that he can wear them out for lazy days, errands, etc.",0,0,0,1,0,0,0,0
303,,theyve survived many wears and washes and still look great,0,0,0,0,0,0,0,1
304,These are my favorite yoga pants!,These are my favorite yoga pants ,0,0,0,0,0,0,0,1
305,cheaply made,cheaply made,0,0,0,0,1,0,0,0
306,"I bought this shirt b/c I wanted a long sleeve shirt to wear around the house that wasnt too warm. This works perfectly. Its light, cool, and extremely comfortable.

Regarding the size, Im 60 and weight 230. I tend to buy XXL size shirts, but on the suggestion of other reviews, I ordered an XL. The fit is perfect, which is to say that any purchasers should also consider ordering a size smaller than normal.",I bought this shirt b c I wanted a long sleeve shirt to wear around the house that wasnt too warm.,0,0,0,0,0,0,0,1
307,,This works perfectly.,0,0,0,0,0,0,0,1
308,,"Its light, cool, and extremely comfortable.",0,0,1,1,0,0,0,0
309,,"Regarding the size, Im 60 and weight 230.",0,1,0,0,0,0,0,0
310,,"I tend to buy XXL size shirts, but on the suggestion of other reviews, I ordered an XL.",0,1,0,0,0,0,0,0
311,,"The fit is perfect, which is to say that any purchasers should also consider ordering a size smaller than normal.",1,1,0,0,0,0,0,0
312,love it...,love it...,0,0,0,0,0,0,0,1
313,Very comfortable,Very comfortable,0,0,0,1,0,0,0,0
314,Very comfortable pant. True to size.,Very comfortable pant.,0,0,0,1,0,0,0,0
315,,True to size.,0,1,0,0,0,0,0,0
316,True to size and comfortable,True to size and comfortable,0,1,0,1,0,0,0,0
317,Got ait To Surprise My Boyfriend An He Loved It .,Got ait To Surprise My Boyfriend An He Loved It .,0,0,0,0,0,0,0,1
318,Super comfortable love them,Super comfortable love them,0,0,0,1,0,0,0,0
319,Perfect workout leggings! I found this brand at TJ Maxx but Amazon has a WAY better color selection. These are the right amount of compression and thickness. I wear them all the time!,Perfect workout leggings ,0,0,0,0,0,0,0,1
320,,I found this brand at TJ Maxx but Amazon has a WAY better color selection.,0,0,0,0,0,0,1,0
321,,These are the right amount of compression and thickness.,0,1,0,0,0,0,0,0
322,,I wear them all the time ,0,0,0,0,0,0,0,1
323,"They have a grip to them, they fit but if your thick girl with some hips/but
I suggest a large.
My only complaint is how it came packaged, it came in a wrinkled bag , that was open , the shorts looked like they had been worn before and were given to me by another customer who returned them.","They have a grip to them, they fit but if your thick girl with some hips but I suggest a large.",1,1,0,0,0,0,0,0
324,,"My only complaint is how it came packaged, it came in a wrinkled bag , that was open , the shorts looked like they had been worn before and were given to me by another customer who returned them.",0,0,0,0,0,0,0,1
325,"Great lightweight, casual pants.I have several pairs in couple different colors that used to be available at Sport Authority. When they shuttered I took a chance and ordered from Amazon. Im totally satisfied...","Great lightweight, casual pants.I have several pairs in couple different colors that used to be available at Sport Authority.",0,0,1,0,0,0,1,0
326,,When they shuttered I took a chance and ordered from Amazon.,0,0,0,0,0,0,0,1
327,,Im totally satisfied...,0,0,0,0,0,0,0,1
328,"Im 61 and 175 and a large was perfect. Good comfort fit. 9"" inseam comes all the way down an inch or two to the top of knee.",Im 61 and 175 and a large was perfect.,0,1,0,0,0,0,0,0
329,,Good comfort fit.,1,0,0,1,0,0,0,0
330,,9  inseam comes all the way down an inch or two to the top of knee.,0,1,0,0,0,0,0,0
331,Order larger than you need,Order larger than you need,0,1,0,0,0,0,0,0
332,Pretty but had to return because it was too transparent.,Pretty but had to return because it was too transparent.,0,0,1,0,0,0,0,0
333,Love these. Great value. Wash up beautifully!!,Love these.,0,0,0,0,0,0,0,1
334,,Great value.,0,0,0,0,0,0,0,1
335,,Wash up beautifully ,0,0,0,0,0,0,0,1
336,I keep coming back to buy different colors because the shirt is just that good,I keep coming back to buy different colors because the shirt is just that good,0,0,0,0,0,0,1,0
337,just the color I wanted.,just the color I wanted.,0,0,0,0,0,0,1,0
338,"Excellent product , highly recommended.","Excellent product , highly recommended.",0,0,0,0,0,0,0,1
339,Bought this to match some nike shorts I received as a gift. Loved it. Great Seller. Highly recommend.,Bought this to match some nike shorts I received as a gift.,0,0,0,0,0,0,0,1
340,,Loved it.,0,0,0,0,0,0,0,1
341,,Great Seller.,0,0,0,0,0,0,0,1
342,,Highly recommend.,0,0,0,0,0,0,0,1
343,Fantastic quality as expected. Already had the capri length and liked. The ankle length is the same for fit and quality.,Fantastic quality as expected.,0,0,0,0,1,0,0,0
344,,Already had the capri length and liked.,0,0,0,0,0,0,0,1
345,,The ankle length is the same for fit and quality.,1,1,0,0,1,0,0,0
346,"These are super comfortable, and helpful if you are running with a less than perfect 6-pack. Love them so much, I bought 2 pair!","These are super comfortable, and helpful if you are running with a less than perfect 6 pack.",0,0,0,1,0,0,0,0
347,,"Love them so much, I bought 2 pair ",0,0,0,0,0,0,0,1
348,"Great fit and feeling.......I now have two pairs.....
I would have liked a little deeper sinking and support in the heel area.....",Great fit and feeling.......I now have two pairs.....,1,0,0,0,0,0,0,0
349,,I would have liked a little deeper sinking and support in the heel area.....,0,0,0,0,0,0,0,1
350,Cute Jordan leggings but had to send back it to small for my son.,Cute Jordan leggings but had to send back it to small for my son.,0,1,0,0,0,0,0,0
351,This was a gift for my son. He loves Under Armour.,This was a gift for my son.,0,0,0,0,0,0,0,1
352,,He loves Under Armour.,0,0,0,0,0,0,0,1
353,It has been too common for all t shirts to claim to be heavy weight all cotton . Thank God this is not .it is a polyester cotton blend which makes it so much more comfortable in the Summer . I have had a different blend about 80/20 and that was a little better but this is very good Sized well and washes well,It has been too common for all t shirts to claim to be heavy weight all cotton .,0,0,1,0,0,0,0,0
354,,Thank God this is not .it is a polyester cotton blend which makes it so much more comfortable in the Summer .,0,0,1,1,0,0,0,0
355,,I have had a different blend about 80 20 and that was a little better but this is very good Sized well and washes well,0,1,0,0,0,0,0,0
356,"It fits great, love it.","It fits great, love it.",1,0,0,0,0,0,0,0
357,Bought this for my older sister as a christimas present. She loves it so much and commonly gets compliments on it! I plan on getting her a few more next christmas.,Bought this for my older sister as a christimas present.,0,0,0,0,0,0,0,1
358,,She loves it so much and commonly gets compliments on it ,0,0,0,0,0,0,0,1
359,,I plan on getting her a few more next christmas.,0,0,0,0,0,0,0,1
360,"Item has arrived on time.Fits well.Good quality.
Amazon is great!",Item has arrived on time.Fits well.Good quality.,1,0,0,0,1,0,0,0
361,,Amazon is great ,0,0,0,0,0,0,0,1
362,"****BEWARE**** the picture is deceiving. Its made it look like a cowl neck sweatshirt on purpose when in fact, it is a hooded sweatshirt. The picture blatantly looks cowl neck, so thats what I thought I was getting. Thats also what I searched....Nike cowl neck sweatshirt. When the sweatshirt arrived it was a hooded sweatshirt not a cowl neck, which is what I was lead to believe it was. Just be aware this is not the kind of sweatshirt it looks like. I underestimated the sneakiness. :/",    BEWARE     the picture is deceiving.,0,0,0,0,0,0,0,1
363,,"Its made it look like a cowl neck sweatshirt on purpose when in fact, it is a hooded sweatshirt.",0,0,0,0,0,0,0,1
364,,"The picture blatantly looks cowl neck, so thats what I thought I was getting.",0,0,0,0,0,0,0,1
365,,Thats also what I searched....Nike cowl neck sweatshirt.,0,0,0,0,0,0,0,1
366,,"When the sweatshirt arrived it was a hooded sweatshirt not a cowl neck, which is what I was lead to believe it was.",0,0,0,0,0,0,0,1
367,,Just be aware this is not the kind of sweatshirt it looks like.,0,0,0,0,0,0,0,1
368,,I underestimated the sneakiness.,0,0,0,0,0,0,0,1
369,Love this- comfortable and warm!!,Love this  comfortable and warm ,0,0,0,1,0,0,0,0
370,Great product,Great product,0,0,0,0,0,0,0,1
371,Loved the Lunarglide 5 and the 6s are just as good,Loved the Lunarglide 5 and the 6s are just as good,0,1,0,0,0,0,0,0
372,"Ordered a medium just like other nike products and it fit great. 9"" is perfect for above the knee.",Ordered a medium just like other nike products and it fit great.,1,1,0,0,0,0,0,0
373,,9  is perfect for above the knee.,0,1,0,0,0,0,0,0
374,"These pants fit well, are very comfortable, and dry very quickly even after a soaking rainstorm. I would definitely buy again.","These pants fit well, are very comfortable, and dry very quickly even after a soaking rainstorm.",1,0,0,1,0,0,0,0
375,,I would definitely buy again.,0,0,0,0,0,0,0,1
376,Nice fitting. Confortable perfect position for side pockets and warm without being bulky,Nice fitting.,1,0,0,0,0,0,0,0
377,,Confortable perfect position for side pockets and warm without being bulky,0,0,0,1,0,0,0,0
378,"Im glad I listened to previous reviewers and ordered a size up in this. At 53.75"", 125 pounds, and a 32D, Im usually a size small, but the medium fits perfectly in this. The sleeves are long on me (as non-petite tops usually are), but I can still use the thumbholes on this. The fabric is nice and thick, and definitely keeps you feeling warm and cozy, while also being moisture-wicking. Ive washed this on gentle once and hung to dry, and it came out looking like new.

I didnt know before ordering this that Shape Magazine (if that is the manufacturer) is now making fitness wear. If the quality of this jacket is the same in their other products, I will definitely buy more from this line.",Im glad I listened to previous reviewers and ordered a size up in this.,0,1,0,0,0,0,0,0
